idDBLP,idScholar,DBLP_Match,Scholar_Match,Match_ID
journals/sigmod/GerlhofKM96,eq249ewqsHMJ,646,43211,646_43211
conf/sigmod/LangS01,FFQc9XpGFRsJ,647,38478,647_38478
journals/sigmod/NormanZT96,rPFgPOAANuQJ,648,21678,648_21678
conf/sigmod/Meseck01,hWiIngXs5I0J,650,56182,650_56182
journals/sigmod/HasanFV96,m2CCumFeAWgJ,652,43259,652_43259
journals/sigmod/Dogac96,url:http://portal.acm.org/citation.cfm%3Fid%3D234889.234900%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,654,45732,654_45732
conf/sigmod/ShahC01,2wGOv6yh4yIJ,655,6248,655_6248
journals/sigmod/BilirisP96,fu9j50Kk4Y4J,656,1397,656_1397
journals/sigmod/Colliat96,FP-ribG9oVsJ,659,29173,659_29173
journals/sigmod/UlusoyB96,LclVYrb7vJoJ,665,33016,665_33016
conf/sigmod/MistryRSR01,r62IMncHe0IJ,669,56345,669_56345
journals/sigmod/AndlerHEMBE96,oNYOKYvjoKgJ,670,11194,670_11194
conf/sigmod/AgichteinGV01,GDoFPiEzEhQJ,673,38346,673_38346
journals/sigmod/SilberschatzSU96,_ZsI_bVIJMwJ,674,42509,674_42509
journals/sigmod/PhatakSSS96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D381897%26type%3Dpdf%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,676,30709,676_30709
journals/sigmod/RamamrithamSSTX96,kezAM71rts0J,677,3707,677_3707
journals/sigmod/SonDT96,62uEWBKYqgoJ,683,61843,683_61843
journals/sigmod/AdelbergKG96,GfiQygac5twJ,685,55397,685_55397
conf/sigmod/GreenwaldK01,8but_7FuryIJ,686,49552,686_49552
conf/sigmod/Galindo-LegariaJ01,BSlaDX5r0HQJ,689,21813,689_21813
conf/sigmod/DeshpandeGR01,knAoAIpo7hYJ,691,23234,691_23234
journals/sigmod/Baeza-YatesN96,1avO1fqtQ6QJ,692,54210,692_54210
journals/sigmod/FreemanG96,Em3qp7RGalkJ,693,52067,693_52067
conf/sigmod/LazaridisM01,IvMJ4bK708kJ,694,38108,694_38108
journals/sigmod/Wade96,AYtrcxExrbkJ,695,13312,695_13312
conf/sigmod/BrunoCG01,8KJ9XFv1ESAJ,696,50970,696_50970
journals/sigmod/UrbanDG96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D381892%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,697,7529,697_7529
conf/sigmod/YuMWL01,h95306-8rjEJ,702,55135,702_55135
journals/sigmod/Qian96,NiswbODuzhAJ,703,7203,703_7203
journals/sigmod/KramerNKRLKLZ97,1sBvG9OXpMAJ,705,32765,705_32765
conf/sigmod/BohannonMR01,ChD3-mp23f8J,706,13695,706_13695
journals/sigmod/TomasicS97, ,707,24291,707_24291
conf/sigmod/WynblattN01,PVUtZWBcxlAJ,708,10951,708_10951
journals/sigmod/AbelTK97,yK-yqVAiXekJ,709,52852,709_52852
journals/sigmod/KaradimitriouT97,SrCBkHnIFL8J,713,14794,713_14794
conf/sigmod/ZhangNDLL01,ryaV3kTsJ2IJ,714,63387,714_63387
conf/sigmod/AgrawalCN01,2Ua-pWTof_YJ,717,23192,717_23192
journals/sigmod/Gardels97,PlitMluIJyYJ,718,37426,718_37426
journals/sigmod/Ioannidis96,IgQsVaud8BIJ,721,33670,721_33670
conf/sigmod/HristidisKP01,mg9ABNG06O4J,724,50021,724_50021
conf/sigmod/JoshiA01,H9bMRYKnXMQJ,726,45149,726_45149
conf/sigmod/IpeirotisGS01,bo7ArXlXypQJ,728,38272,728_38272
conf/sigmod/DoanDH01,Lv0bggWzgeoJ,731,27002,731_27002
conf/sigmod/KeoghCMP01,QTzuiNlMnR4J,733,10942,733_10942
journals/sigmod/HasanMV96,bLbjFFkQJdIJ,734,32101,734_32101
journals/sigmod/KennedyMB96,vBYtmDEYeK0J,735,29239,735_29239
journals/sigmod/RafanelliBT96,MfWZUBAVPFUJ,738,42135,738_42135
journals/sigmod/Keim96,vkUvhZOw-1YJ,746,41139,746_41139
journals/sigmod/SantucciT96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D245898%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,748,8113,748_8113
conf/sigmod/GehrkeKS01,f6JFkfhawW8J,751,14733,751_14733
journals/sigmod/Ahlberg96,4bBje8qkHVgJ,752,7056,752_7056
journals/sigmod/Eisenberg96,tFbkjO2wcFMJ,753,57536,753_57536
conf/sigmod/AggarwalY00,dfSPs7YoyWsJ,754,39087,754_39087
conf/sigmod/Lomet00,FiPJDs_jm54J,757,12783,757_12783
journals/sigmod/Sidell96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D245906%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,759,39375,759_39375
conf/sigmod/LabioWGG00,EhR3fz7f7vcJ,760,7930,760_7930
journals/sigmod/ZobelMR96,6NbNX8nSta0J,763,32491,763_32491
conf/sigmod/ChoSG00,ilJdCU_qODkJ,769,26435,769_26435
journals/sigmod/MedskerCS95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D202673%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,770,58420,770_58420
conf/sigmod/RamaswamyRS00,VJIHPbki2uAJ,773,38418,773_38418
journals/sigmod/DogacAOD95,oUOuTMrB0esJ,774,4430,774_4430
conf/sigmod/SzalayGKT00,GYR0v7CFkP0J,776,46510,776_46510
conf/sigmod/GunopulosKTD00,ASfROcKWFmgJ,777,16167,777_16167
journals/sigmod/Hanna95,EKqpEdn3kDMJ,778,30918,778_30918
journals/sigmod/Chaudhri95,DY6x1fDAy9EJ,779,14911,779_14911
conf/sigmod/AcharyaGP00,WGWZ2cNZW2YJ,780,2313,780_2313
conf/sigmod/WaasG00,xnoCdNeQykAJ,781,56174,781_56174
journals/sigmod/YanG95,tMXkkRDxvkQJ,786,51043,786_51043
journals/sigmod/Qian95a,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D212022%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,787,9337,787_9337
conf/sigmod/CorralMTV00,TsShfxPwF6YJ,788,49282,788_49282
journals/sigmod/Zhang95,f86VsMJZ9gAJ,791,1970,791_1970
conf/sigmod/HellersteinA00,Gsb6dnkFBMoJ,792,9473,792_9473
conf/sigmod/PopaDST00,gAwckIiPpTEJ,794,54569,794_54569
conf/sigmod/AgrawalW00,wivJNEQEWzMJ,796,43199,796_43199
conf/sigmod/ForlizziGNS00,jW1JUC-AQXoJ,798,6036,798_6036
journals/sigmod/DogacDKOONEHAKKM95,UAO4T_2ylPkJ,799,60152,799_60152
conf/sigmod/GillmannWSWW00,L61_1TEGBLYJ,804,23914,804_23914
journals/sigmod/JainH94,iQMUP3fkvo4J,806,7347,806_7347
journals/sigmod/BohmR94,GXApzwcGl78J,807,12482,807_12482
conf/sigmod/RiedelFGN00,ospJVA6AD1sJ,809,30373,809_30373
journals/sigmod/ShinM94,hnpTcGMYR80J,810,52266,810_52266
journals/sigmod/Bertram94,qaSgL5tVq1AJ,812,27445,812_27445
conf/sigmod/ShenoyHSBBS00,SipDBj3SOb4J,815,23828,815_23828
journals/sigmod/KiyokiKH94,xT3mwY4t5kEJ,816,18128,816_18128
conf/sigmod/HsiaoN00,iY5wlS4jsg0J,818,30155,818_30155
journals/sigmod/Jannink95,22yR9rN5xuQJ,826,41552,826_41552
conf/sigmod/WangSSZZW00,CaplZan57x4J,828,19598,828_19598
conf/sigmod/JarkeQCLFLVV00,bl_VrPzIIPwJ,829,42592,829_42592
journals/sigmod/Jarke95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D202671%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,830,27452,830_27452
journals/sigmod/DarwenD95,DVnOcHunv7MJ,832,45143,832_45143
journals/sigmod/Qian95b,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D219772%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,835,53540,835_53540
conf/sigmod/GoldmanW00,Ol886Ck3jz4J,836,46937,836_46937
journals/sigmod/EnglertGH95,JRXuKm3E_foJ,837,36238,837_36238
conf/sigmod/RodriguezR00,UF4wxbIa6FMJ,838,29667,838_29667
conf/sigmod/LeeKOTM00,C8RLbWKCgicJ,840,7380,840_7380
journals/sigmod/Bohlen95,v5P_NFXdOR8J,843,29493,843_29493
conf/sigmod/ChenJDTW00,fg5EE6R7xYwJ,844,6367,844_6367
journals/sigmod/WolfsonSDNR95,R51Yi7sWJ6EJ,845,51087,845_51087
journals/sigmod/AlonsoCIM95,5LlePa4wQmEJ,848,9643,848_9643
journals/sigmod/ElmagarmidJF95,CJK2SWLYrRYJ,851,62820,851_62820
journals/sigmod/DrewHKKLLLSW95,9fcJjh5vHn8J,853,405,853_405
journals/sigmod/BhargavaAP95,Sql66UDiVnwJ,857,15919,857_15919
conf/sigmod/FaloutsosSTT00,qsWDIfzBxiQJ,858,61091,858_61091
conf/sigmod/KornM00,HlhXdvHzlvwJ,859,33038,859_33038
journals/sigmod/Ulusoy95,uMYecZGSCv4J,860,26179,860_26179
journals/sigmod/NobleS95,rRvcD6HKhasJ,863,40409,863_40409
conf/sigmod/GarofalakisGRSS00,5uvR4kU1UOoJ,864,10093,864_10093
journals/sigmod/Fong95,zw3-t-veNvAJ,865,26104,865_26104
journals/sigmod/ONeilG95,51gKshu0CWcJ,868,51035,868_51035
journals/sigmod/Richey95,2p2A5_qGf5cJ,874,21799,874_21799
journals/sigmod/RosenthalSMBTL95, ,875,5252,875_5252
journals/sigmod/RisheSBDOALOSS95,pGU2Ew1AQkoJ,878,54767,878_54767
journals/sigmod/Wong95,7F9iCGggYVgJ,882,33505,882_33505
journals/sigmod/DoanPK95,c0TSepqRwwMJ,885,23376,885_23376
conf/sigmod/JagadishKS00,OZRYdxoJqXMJ,886,51860,886_51860
conf/sigmod/ChangBCLLS00,bqtRaOoJ87AJ,888,59346,888_59346
journals/sigmod/Winslett94,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D181569%26type%3Dpdf,899,16706,899_16706
conf/sigmod/ChakrabartiM99,Jg81WYtxtZoJ,901,53259,901_53259
journals/tods/LakshmananLN03,g8e0xiRUkIwJ,903,19641,903_19641
conf/sigmod/AggarwalPWYP99,G3dX_RTA26MJ,904,25422,904_25422
conf/sigmod/HsuLG00,kxIpDxLD46gJ,905,33708,905_33708
journals/tods/ChoG03,HqAWyuB11loJ,906,45388,906_45388
journals/tods/DiaoAFZF03,fREDZIbZVdEJ,910,54947,910_54947
conf/sigmod/LiBCS00,4abl38Q9iH4J,911,1547,911_1547
journals/tods/HjaltasonS03,9Wan9sPNUAYJ,912,40800,912_40800
conf/sigmod/MerialdoAMMP00,Qq0WheHyVv8J,913,9649,913_9649
journals/sigmod/DreyerDS94,GCf11c7YuucJ,914,50102,914_50102
journals/sigmod/DiazJPa94,sG7PCEiN2xAJ,915,11831,915_11831
journals/sigmod/Snodgrass94,SYVDufoTe_IJ,917,3019,917_3019
journals/sigmod/Loeffen94,gb-yIDOxaEkJ,923,59498,923_59498
conf/sigmod/IvesLPST00,rtnpqb22gGcJ,924,32483,924_32483
journals/sigmod/NorrieBSW94,q6YVJJgD1uQJ,925,6759,925_6759
journals/sigmod/Gallagher94,PVm9r7wHzDAJ,927,27278,927_27278
conf/sigmod/YerneniLGU99,hnMltY0uSf0J,929,63913,929_63913
conf/sigmod/Keim99,GBZiTCbChZQJ,931,47500,931_47500
journals/tods/MelnikG03,y2dZ5cRja_IJ,932,43360,932_43360
conf/sigmod/DavulcuFKR99,TDyW6V4cc7MJ,933,55843,933_55843
journals/tods/FernandezKSMT02,ckrgSn0vBOMJ,934,32847,934_32847
conf/sigmod/CallanCD99,eWVreKOw_QgJ,936,58501,936_58501
conf/sigmod/BeyerR99,6Cdfxiuibd0J,937,14480,937_14480
journals/tods/GibbonsMP02,QKnjF3UgncMJ,938,40197,938_40197
conf/sigmod/MayrS99,1lRZz4bZvxEJ,939,19681,939_19681
journals/tods/CaldersNW02,DSl0gT8EgR0J,940,16713,940_16713
conf/sigmod/AggarwalWY99,s9hhR-EdDGgJ,941,46282,941_46282
journals/tods/ChakrabartiKMP02,eHY42LnL_lsJ,942,13811,942_13811
conf/sigmod/KotidisR99,qzjtGDo7OuMJ,944,1756,944_1756
journals/tods/JacoxS03,ujD_9YAZctUJ,946,31620,946_31620
conf/sigmod/IvesFFLW99,yrnhcMqsUVoJ,949,19642,949_19642
conf/sigmod/BlohsfeldKS99,PQbi3PaRh84J,951,29366,951_29366
conf/sigmod/Jamil99,z5EfiutEfScJ,953,18955,953_18955
journals/tods/GunopulosKMSTS03, ,955,55922,955_55922
conf/sigmod/ShanmugasundaramNSR99,eQjFv7QxsQQJ,956,6965,956_6965
journals/tods/KarpSP03,mAQIVsd2VOMJ,957,48024,957_48024
conf/sigmod/AdaliSS99,Cbwq3JSxrSAJ,959,9509,959_9509
conf/sigmod/AdaliSS99,c2dH5RxNj6kJ,959,294,959_294
journals/tods/BeneventanoBS03,rRH6Z1oP78cJ,960,27429,960_27429
conf/sigmod/CruzJ99,vXMwU21-7HMJ,962,60873,962_60873
conf/sigmod/MamoulisP99,z9MQwq7G3GYJ,964,32923,964_32923
conf/sigmod/NgLHM99,YemauUgIzlcJ,968,2881,968_2881
journals/sigmod/Datta94,PPH2NlobSwsJ,969,16538,969_16538
conf/sigmod/WolfsonSXZC99,4dbCEDwsluQJ,970,39299,970_39299
conf/sigmod/BraumandlKK99,4fjXoCHhe1kJ,971,16696,971_16696
journals/sigmod/Klein94,kG86HB6N1xEJ,972,44330,972_44330
conf/sigmod/LiuHBPT99,PKQ1dCQIwi0J,974,53253,974_53253
conf/sigmod/AltinelABFSZ99,ebmulQBhqZEJ,976,47236,976_47236
journals/sigmod/GlavitschSW94,IQjGtYPrUFUJ,978,40206,978_40206
conf/sigmod/TrisoliniLN99,cFMtMf7bLzIJ,980,6620,980_6620
journals/sigmod/AndersonS94,aDk2IS_xwToJ,981,21090,981_21090
journals/sigmod/GroskyFS94,zMK02pxd4OEJ,983,41633,983_41633
conf/sigmod/HinneburgK99,C9imFvgrSvAJ,986,21408,986_21408
conf/sigmod/KrishnamurthyBN99,qS4jhfgPbm8J,987,906,987_906
journals/sigmod/BarclayBGS94,wPhDoeiINQsJ,989,52051,989_52051
conf/sigmod/Mohan99,XppwYYxOpksJ,991,28174,991_28174
journals/sigmod/MattosD94,HhUCea7De6YJ,992,14729,992_14729
conf/sigmod/FlorescuLMS99,h0uuqAstOPUJ,993,10173,993_10173
journals/sigmod/Yang94,sHJ914nPZtUJ,998,56170,998_56170
conf/sigmod/LeeKC99,c-5n9qQKLaEJ,1005,1991,1005_1991
journals/sigmod/MedeirosP94,chmPCuLihZoJ,1006,46560,1006_46560
conf/sigmod/AboulnagaC99,WWaxLMIptTMJ,1007,23554,1007_23554
journals/sigmod/BunemanLSTW94,lkreWUl_euYJ,1008,44272,1008_44272
journals/sigmod/Widom94,lAbG3uFZvVUJ,1009,48146,1009_48146
conf/sigmod/LakshmananNHP99,DfOLEzMoEaEJ,1010,37833,1010_37833
journals/sigmod/Qian94,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D187462%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1019,10357,1019_10357
conf/sigmod/AnkerstBKS99,Hj3vyh0TJVsJ,1020,41841,1020_41841
conf/sigmod/JagadishLS99,uXZXfQgn4doJ,1022,50157,1022_50157
conf/vldb/AgrawalSX01,bpWvAVOZLbwJ,1026,11617,1026_11617
conf/vldb/CasatiDGS01,bFnDGrZ_4voJ,1027,24715,1027_24715
conf/vldb/AilamakiDHS01,gUJrOpj89tQJ,1030,32518,1030_32518
conf/vldb/SakuraiYKU01,OQMYc3S0Ny8J,1032,22494,1032_22494
conf/vldb/GilbertKMS01,9rDLhwM_4mYJ,1035,12953,1035_12953
conf/sigmod/JarkeQBLMS99,nSKzTBqurCwJ,1036,11984,1036_11984
conf/vldb/MeccaCM01,Ph7ZpmdNOPEJ,1037,10595,1037_10595
conf/vldb/BaumgartnerFG01,I1xHtA3f3MsJ,1039,43365,1039_43365
conf/vldb/MargaritisFT01,z2EsEsrBfsYJ,1042,52363,1042_52363
conf/vldb/DongHLPW01,C_H34ddegI8J,1043,59621,1043_59621
conf/sigmod/RundensteinerCLCZNJLW99,SADcQZhMqgEJ,1044,34037,1044_34037
conf/sigmod/ZhouLP99,0OwKmPjQpd0J,1045,28610,1045_28610
conf/vldb/LiM01,vkMYwC5tzUgJ,1046,42184,1046_42184
conf/vldb/RamanH01,8PPmw6A0XfkJ,1047,12250,1047_12250
conf/vldb/FegarasE01,pinPEM3Rvm0J,1050,34319,1050_34319
conf/vldb/NatsevCSLV01,2CYtbbiwv-AJ,1055,4054,1055_4054
conf/sigmod/ChangG99,8Yt1Mba9-wQJ,1057,35225,1057_35225
conf/vldb/LiCHPALHAY01,Nn0x6RmkrVwJ,1059,39911,1059_39911
conf/vldb/BlokWZPAKJ01,4Ga0Ts2_rp0J,1062,56560,1062_56560
conf/vldb/BlokWZPAKJ01,jxPqWIuxhvwJ,1062,44085,1062_44085
conf/vldb/BrownG01,aJoPVuDNDSsJ,1066,21438,1066_21438
conf/sigmod/DeutschFS99,QxtGOVsCF78J,1068,33671,1068_33671
conf/vldb/ZengBNN01,3TivNLIErRkJ,1069,28196,1069_28196
conf/vldb/MaedaT01,dipeGpTdsoQJ,1071,17281,1071_17281
conf/vldb/AndreiV01,Ms4IJoI6-34J,1080,16592,1080_16592
conf/vldb/MignetMAC01,VaDXNMtPZ4oJ,1089,36294,1089_36294
conf/sigmod/FernandezFKLS98,fNDX0gaFmB0J,1091,7285,1091_7285
conf/vldb/AboulnagaAN01,OBbDFGQNEDQJ,1092,61244,1092_61244
conf/vldb/YangG01,xQYKEHCggZQJ,1093,12443,1093_12443
conf/sigmod/ChanI98,VC7Jbwgn_O0J,1094,61161,1094_61161
conf/vldb/AksoyZF01,A92KQRVdZaoJ,1095,23126,1095_23126
conf/vldb/Gibbons01,tYtl6ZxQ-_YJ,1099,60269,1099_60269
conf/sigmod/RajagopalanML98,wO6VeeLIXAsJ,1101,62228,1101_62228
conf/vldb/GravanoIJKMS01,iAYjhuQV_qMJ,1102,34517,1102_34517
conf/vldb/UrhanF01,0-FUXURm1FQJ,1104,48584,1104_48584
conf/vldb/BunkerCCMMW01,bKfF2TdyKDwJ,1105,44240,1105_44240
conf/sigmod/Doherty98,7aUag74jtdIJ,1106,22868,1106_22868
conf/vldb/LahiriSCMC01,MbzMAsLHlfEJ,1108,16978,1108_16978
conf/vldb/Shmueli01,rEwEqoAns-gJ,1110,9611,1110_9611
conf/vldb/SadriZZA01,89l6j2Mbe2kJ,1111,35453,1111_35453
conf/sigmod/Whelan98,Jp9LEvXjiJAJ,1113,33211,1113_33211
conf/vldb/Novaretti01,tZtnFoH5lY0J,1114,23314,1114_23314
conf/vldb/Draluk01,xQzrilMR-QQJ,1115,15840,1115_15840
conf/sigmod/LahiriJJC98,qtwJ7XWG9JIJ,1117,60117,1117_60117
conf/sigmod/Aulakh98,xFK4CkKj14EJ,1119,40690,1119_40690
conf/vldb/ChienTZ01,eWCz_YJFqjcJ,1122,20968,1122_20968
conf/vldb/OzsuLON01,qqdXmdgAaMgJ,1126,4142,1126_4142
conf/vldb/BohmMSW01,Uv3mhmUGwdcJ,1127,52072,1127_52072
conf/sigmod/VossenW99,9PhYz-N58A8J,1128,58263,1128_58263
conf/vldb/WaasCB01,y_gKGtzupHIJ,1129,56651,1129_56651
conf/vldb/LuoN01,TRWSf77xoWsJ,1131,44546,1131_44546
conf/vldb/ChaHKK01,VyOa5Uqsj6AJ,1133,47431,1133_47431
conf/sigmod/KotidisR98,CpHJwU8o-BkJ,1137,7495,1137_7495
conf/vldb/Kotidis01,lRL4LmMtwnYJ,1138,26905,1138_26905
conf/vldb/BerckenS01,fhbW320LsusJ,1140,20193,1140_20193
conf/vldb/BerckenS01,BJ8i-uzFQi4J,1140,8290,1140_8290
conf/vldb/AnSVKIG01,HosSI1GtRY8J,1141,45547,1141_45547
conf/sigmod/UrhanFA98,ufjnZovcIb4J,1142,48723,1142_48723
conf/vldb/GalhardasFSSS01,nlOAkKW_ry8J,1143,63352,1143_63352
conf/sigmod/KabraD98,V9XUvirmVEEJ,1144,62080,1144_62080
conf/sigmod/SubramanianV98,KxwymZ2AGNQJ,1145,56102,1145_56102
conf/vldb/CooperSFHS01,PAfEdPwJ8tgJ,1147,15603,1147_15603
conf/sigmod/ChakrabartiDI98,qtVVVrzTLr4J,1148,50576,1148_50576
conf/sigmod/NestorovAM98,5icRoG_Vmc0J,1149,9079,1149_9079
conf/vldb/ManolopoulosT01,hr5OGCJqc2MJ,1150,8147,1150_8147
conf/sigmod/DeshpandeRSN98,BXB96UFPHn8J,1151,59314,1151_59314
conf/vldb/TanEO01,1A06w64wjvcJ,1152,37457,1152_37457
conf/vldb/AgrawalCN00,U8CMJBaJyX8J,1153,64208,1153_64208
conf/vldb/Bar-YossefBCFW00, ,1156,9672,1156_9672
conf/sigmod/HjaltasonS98,3mwWUz_ORNYJ,1157,15917,1157_15917
conf/vldb/DingGS00,I5fV3jpcrmAJ,1158,15218,1158_15218
conf/vldb/PantiSG00,C7Vuxp5KVsAJ,1159,31974,1159_31974
conf/sigmod/ZhaoDNS98,mBC03oUT8yAJ,1160,57854,1160_57854
conf/vldb/PappasC00,url:http://portal.acm.org/citation.cfm%3Fid%3D645926.671850,1164,31637,1164_31637
conf/vldb/ManolescuFKXO00,c22l_WX_ADwJ,1165,33369,1165_33369
conf/vldb/DuttaDMRT00,q0Ovw6QUk3MJ,1167,1887,1167_1887
conf/sigmod/GodfreySE98,f5cqkpUXl0kJ,1169,17417,1169_17417
conf/sigmod/ChaudhuriMN98,hvMTb3FYOjQJ,1172,48627,1172_48627
conf/vldb/MohanBWSZ00,zCY0pFken7wJ,1178,24416,1178_24416
conf/vldb/CotterB00,SJ6PiY04ebMJ,1179,14396,1179_14396
conf/sigmod/GibbonsM98,4EgMtIywBRUJ,1180,40069,1180_40069
conf/vldb/Banerjee00,owfPKT5ip68J,1182,11037,1182_11037
conf/sigmod/JaedickeM98,MswqiEweEGUJ,1183,32589,1183_32589
conf/vldb/Tsur00,buI2V0eIcZoJ,1184,29459,1184_29459
conf/sigmod/AvnurHLORRRW98,bEu_llku9NMJ,1185,36511,1185_36511
conf/vldb/ChoenniV00,R1j3CdeOlwsJ,1186,17297,1186_17297
conf/sigmod/AmbiteABKMMMPT98,iE-UE2bDGZ8J,1188,8809,1188_8809
conf/sigmod/DarEGP98,ewnL82c8kiMJ,1190,40831,1190_40831
conf/sigmod/KornackerSH98,bV8_CDuW2gMJ,1192,31655,1192_31655
conf/sigmod/LiS98,Vxg-4KP7FfEJ,1194,12431,1194_12431
conf/vldb/MatiasVW00,7SeTnikjovEJ,1195,49971,1195_49971
conf/sigmod/Brewer98,k4UNrsGeUuAJ,1196,20481,1196_20481
conf/sigmod/OlstonWACELSS98,UTYa5uf9zSIJ,1197,20955,1197_20955
conf/vldb/KemmeA00, ,1198,13148,1198_13148
conf/sigmod/LiuPTBBZBHY98,ezlAkB7ijDUJ,1199,53714,1199_53714
conf/vldb/YuV00,43N2r_SuYccJ,1200,57699,1200_57699
conf/vldb/PardonA00,k7G60pXtD58J,1202,22155,1202_22155
conf/sigmod/RaoR98,WlSXiMaxGlQJ,1203,44809,1203_44809
conf/vldb/YagoubFIV00,195Hlqu94qEJ,1204,36998,1204_36998
conf/vldb/WuFSP00,XojbAfbtdvcJ,1205,12904,1205_12904
conf/sigmod/BerchtoldBK98,4Uf5sjXgwhoJ,1206,35546,1206_35546
conf/sigmod/JonssonFS98,5fb1l1MyGisJ,1207,55383,1207_55383
conf/vldb/LingLL00,yKnPPSNrDb0J,1208,13819,1208_13819
conf/vldb/YiF00,7j1pKfzfgNYJ,1209,60452,1209_60452
conf/vldb/LuL00,Ih5hY-NRmFgJ,1212,36310,1212_36310
conf/sigmod/ShintaniK98,JfxEos8BQDAJ,1214,52699,1214_52699
conf/vldb/GoldsteinR00,ylZFc8RNoeQJ,1216,47364,1216_47364
conf/vldb/CareyKRLABFLOPQRSSUVWY01,_pAcjtd1nbEJ,1217,57583,1217_57583
conf/sigmod/Toyama98,h4OQc4N4kjIJ,1219,45733,1219_45733
conf/vldb/AbrolLMMMRTWZ01,w9Ma-YjZHYkJ,1221,50846,1221_50846
conf/sigmod/ParkKKLPC98,aepGxosl6YoJ,1224,13659,1224_13659
conf/sigmod/Cohen98a,qfD_kxYt-dsJ,1226,12176,1226_12176
conf/vldb/AnciauxBBPV01,PFEvlg2DiMkJ,1227,6674,1227_6674
conf/vldb/CatozziR01,x_mqIy3GCmAJ,1229,60781,1229_60781
conf/vldb/BaumgartnerFG01a,GGyAHg9kwysJ,1233,42864,1233_42864
conf/sigmod/BrinMUT97,0cOrb6RuPW0J,1236,37111,1236_37111
conf/sigmod/ZhaoDN97,chYdQDE8cPsJ,1237,63367,1237_63367
conf/sigmod/ZhaoDN97,YwLoGdTgG-sJ,1237,2401,1237_2401
conf/vldb/SindoniTABFGMPPT01,0zdXnl9cQysJ,1238,15268,1238_15268
conf/sigmod/AcharyaFZ97,9OEjtHuRUzsJ,1239,18522,1239_18522
conf/sigmod/KornackerMH97,O81USJg2EhwJ,1241,51295,1241_51295
conf/vldb/PereiraFJLS01,Cd6A4nsDnkQJ,1242,53783,1242_53783
conf/vldb/YagoubFIV00a,hMsWZU5TJWYJ,1243,54633,1243_54633
conf/vldb/ZhouLZLZJT01,fJQ7Col2vYsJ,1245,50728,1245_50728
conf/sigmod/BerchtoldBBKK97,BMkGN7AiGhYJ,1248,23353,1248_23353
conf/vldb/OoiYTJ01,RFEE_MNM8IUJ,1251,41448,1251_41448
conf/vldb/TanSHCR01,hPcNG0tPwgIJ,1253,27543,1253_27543
conf/vldb/LabrinidisR01,3Ozte0ucNJAJ,1255,20303,1255_20303
conf/vldb/LabrinidisR01,MNDAemDpS3cJ,1255,17604,1255_17604
conf/vldb/SatheS01,L1IBwD8w1G0J,1258,63303,1258_63303
conf/vldb/BratsbergH01,x-oQarjjgccJ,1261,14802,1261_14802
conf/sigmod/AndersonBKW98,j6v2b9hN-R4J,1263,50135,1263_50135
conf/vldb/JensenL01,yUDkYbmDTXIJ,1264,2672,1264_2672
conf/vldb/Duranti01,gQW6iYG5Vh0J,1266,46092,1266_46092
conf/vldb/MarronL01,a3aecJJ58NIJ,1269,15821,1269_15821
conf/vldb/WiesnerK01,UrDwK2S7QVwJ,1271,2606,1271_2606
conf/vldb/BonifatiCDS01,tCrfb27dXiwJ,1273,39441,1273_39441
conf/vldb/Huyn01,SbL4xw4mCewJ,1276,25679,1276_25679
conf/vldb/BouguettayaEMO01,n-tA57d7ydcJ,1278,3450,1278_3450
conf/vldb/Gentili01,2j1dalv3kCEJ,1279,7555,1279_7555
conf/vldb/NetzCBF00,mRIRFxOC8A8J,1283,34030,1283_34030
conf/vldb/Blecken00,hCSzil0nuVEJ,1290,38248,1290_38248
